RowID,CaseNumber,CrimeDateTime,Year,Month,Hour,Day,CrimeCode,Description,Inside_Outside,Weapon,District,Neighborhood,PremiseType,Latitude,Longitude,Pct_Black,Pct_White,Median_Income,Poverty_Rate,Race_Category
373518,19L05593,2019-12-18 08:30:00,2019,12,8,18,5B,BURGLARY,,UNKNOWN,NORTHEAST,FRANKFORD,ROW/TOWNHOUSE-OCC,39.32903272870839,-76.55689650804953,0.65,0.22,39000,0.25,Black
373550,19L05584,2019-12-18 08:12:00,2019,12,8,18,4A,AGG. ASSAULT,,FIREARM,SOUTHEAST,WESTPORT,STREET,39.26357109479181,-76.64209718130266,0.85,0.08,30000,0.35,Black
373551,19L05778,2019-12-18 14:30:00,2019,12,14,18,6D,LARCENY FROM AUTO,,UNKNOWN,NORTHEAST,FRANKFORD,PARKING LOT-OUTSIDE,39.34077361891847,-76.54770697949328,0.65,0.22,39000,0.25,Black
373552,20A35015,2019-12-18 08:50:00,2019,12,8,18,6J,LARCENY,,UNKNOWN,SOUTHERN,SOUTH BALTIMORE,UNKNOWN,39.274536774103176,-76.61469888045409,0.1,0.82,72000,0.09,White
373553,19L05652,2019-12-18 10:50:00,2019,12,10,18,4E,COMMON ASSAULT,,UNKNOWN,NORTHWEST,PIMLICO GOOD NEIGHBORS,STREET,39.35220911571694,-76.6786566747392,0.63,0.28,52000,0.22,Black
373554,19L05648,2019-12-18 09:00:00,2019,12,9,18,6G,LARCENY,,UNKNOWN,SOUTHEAST,CANTON INDUSTRIAL AREA,UNKNOWN,39.27491287097861,-76.56478955499746,0.05,0.88,82000,0.06,White
373555,19L05806,2019-12-18 17:57:00,2019,12,17,18,1A,HOMICIDE,,FIREARM,NORTHEAST,HAMILTON HILLS,PARKING LOT,39.36849187960924,-76.56696452613986,0.63,0.28,52000,0.22,Black
373556,19L05633,2019-12-18 10:33:00,2019,12,10,18,9S,SHOOTING,,FIREARM,WESTERN,MIDTOWN-EDMONDSON,STREET,39.30102127189424,-76.6481147493605,0.63,0.28,52000,0.22,Black
373557,19L05673,2019-12-18 10:30:00,2019,12,10,18,4E,COMMON ASSAULT,,UNKNOWN,NORTHERN,LEVINDALE,HOSP/NURS. HOME,39.35387086269908,-76.66204957431665,0.63,0.28,52000,0.22,Black
373558,20A02646,2019-12-18 21:50:00,2019,12,21,18,7A,AUTO THEFT,,UNKNOWN,NORTHEAST,BELAIR-EDISON,ALLEY,39.32123262791805,-76.57378101638616,0.82,0.1,40000,0.22,Black
373559,19L05862,2019-12-18 21:00:00,2019,12,21,18,6G,LARCENY,,UNKNOWN,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,UNKNOWN,39.29196155268095,-76.57415856836806,0.18,0.68,60000,0.11,White
373560,19L05860,2019-12-18 15:00:00,2019,12,15,18,5A,BURGLARY,,UNKNOWN,EASTERN,BEREA,ROW/TOWNHOUSE-OCC,39.3081720552989,-76.5805820282281,0.9,0.04,31000,0.33,Black
373561,19L05748,2019-12-18 14:13:00,2019,12,14,18,5A,BURGLARY,,UNKNOWN,CENTRAL,RESERVOIR HILL,UNKNOWN,39.31428232236186,-76.632302363565,0.63,0.28,52000,0.22,Black
373562,19L06053,2019-12-18 00:00:00,2019,12,0,18,6G,LARCENY,,UNKNOWN,CENTRAL,DRUID HEIGHTS,UNKNOWN,39.3094155282282,-76.63500176200498,0.94,0.02,27000,0.38,Black
373563,19L05838,2019-12-18 18:45:00,2019,12,18,18,6C,LARCENY,,UNKNOWN,SOUTHERN,RIVERSIDE,UNKNOWN,39.273318715998805,-76.60223245800175,0.63,0.28,52000,0.22,Black
373564,19L05985,2019-12-18 21:00:00,2019,12,21,18,7A,AUTO THEFT,,UNKNOWN,NORTHEAST,WALTHERSON,STREET,39.334976729052805,-76.56108199483654,0.84,0.08,38000,0.24,Black
373565,19L05858,2019-12-18 14:30:00,2019,12,14,18,5A,BURGLARY,,UNKNOWN,CENTRAL,RESERVOIR HILL,UNKNOWN,39.31332756024932,-76.63471439610704,0.63,0.28,52000,0.22,Black
373691,19L05895,2019-12-18 22:09:00,2019,12,22,18,7A,AUTO THEFT,,UNKNOWN,EASTERN,DARLEY PARK,YARD/BUSINESS,39.31670786903461,-76.59513557250078,0.63,0.28,52000,0.22,Black
373692,19L06106,2019-12-18 12:00:00,2019,12,12,18,6G,LARCENY,,UNKNOWN,NORTHERN,LOYOLA/NOTRE DAME,OTHER - INSIDE,39.345541458298975,-76.62276238310963,0.63,0.28,52000,0.22,Black
373693,19L05707,2019-12-18 13:15:00,2019,12,13,18,6C,LARCENY,,UNKNOWN,SOUTHEAST,CANTON INDUSTRIAL AREA,OTHER - INSIDE,39.27491287097861,-76.56478955499746,0.05,0.88,82000,0.06,White
373694,19L05780,2019-12-18 16:35:00,2019,12,16,18,4C,AGG. ASSAULT,,OTHER,EASTERN,OLIVER,UNKNOWN,39.30538380080732,-76.59936079030035,0.93,0.02,26500,0.4,Black
373695,19L05633,2019-12-18 10:33:00,2019,12,10,18,4A,AGG. ASSAULT,,FIREARM,WESTERN,MIDTOWN-EDMONDSON,UNKNOWN,39.30102127189424,-76.6481147493605,0.63,0.28,52000,0.22,Black
373696,19L05808,2019-12-18 17:50:00,2019,12,17,18,4E,COMMON ASSAULT,,UNKNOWN,SOUTHEAST,MCELDERRY PARK,UNKNOWN,39.29527103315328,-76.57799116307682,0.9,0.04,28500,0.36,Black
373697,20C03172,2019-12-18 07:00:00,2019,12,7,18,6J,LARCENY,,UNKNOWN,SOUTHEAST,CANTON INDUSTRIAL AREA,UNKNOWN,39.270931249669744,-76.54798926731021,0.05,0.88,82000,0.06,White
373698,19L05694,2019-12-18 12:36:00,2019,12,12,18,5B,BURGLARY,,UNKNOWN,NORTHEAST,BELAIR-EDISON,ROW/TOWNHOUSE-OCC,39.32526356507096,-76.56228847736443,0.82,0.1,40000,0.22,Black
373699,19L05682,2019-12-18 00:01:00,2019,12,0,18,7A,AUTO THEFT,,UNKNOWN,NORTHERN,HARWOOD,STREET,39.32134240718632,-76.61151310056515,0.42,0.45,52000,0.15,Neither
373700,19L05783,2019-12-18 13:30:00,2019,12,13,18,6D,LARCENY FROM AUTO,,UNKNOWN,NORTHEAST,LAURAVILLE,STREET,39.34997378313231,-76.57024659580122,0.6,0.3,52000,0.12,Black
373701,19L05938,2019-12-18 18:00:00,2019,12,18,18,7A,AUTO THEFT,,UNKNOWN,NORTHEAST,BELAIR-EDISON,STREET,39.317235899545125,-76.55944276209472,0.82,0.1,40000,0.22,Black
373702,19L05926,2019-12-18 18:00:00,2019,12,18,18,6D,LARCENY FROM AUTO,,UNKNOWN,SOUTHERN,LOCUST POINT,STREET,39.26802738384386,-76.59116179855454,0.05,0.88,79000,0.06,White
373703,19L05771,2019-12-18 16:25:00,2019,12,16,18,6C,LARCENY,,UNKNOWN,NORTHWEST,PIMLICO GOOD NEIGHBORS,CONVENIENCE STORE,39.35219357375226,-76.68337556830501,0.63,0.28,52000,0.22,Black
373704,19L07522,2019-12-24 18:40:00,2019,12,18,24,4A,AGG. ASSAULT,,FIREARM,CENTRAL,DRUID HEIGHTS,STREET,39.31024221554744,-76.63832973389341,0.94,0.02,27000,0.38,Black
373705,19L07461,2019-12-24 15:20:00,2019,12,15,24,6C,LARCENY,,UNKNOWN,NORTHERN,CHARLES VILLAGE,UNKNOWN,39.31813327568012,-76.61720804389319,0.18,0.68,52000,0.15,White
373706,20A04601,2019-12-24 13:20:00,2019,12,13,24,6J,LARCENY,,UNKNOWN,WESTERN,BRIDGEVIEW/GREENLAWN,UNKNOWN,39.301742789592126,-76.65755086297257,0.63,0.28,52000,0.22,Black
373784,19L07591,2019-12-24 21:31:00,2019,12,21,24,7A,AUTO THEFT,,UNKNOWN,NORTHEAST,WESTFIELD,STREET,39.35450126863284,-76.54775304735105,0.63,0.28,52000,0.22,Black
373785,19L05325,2019-12-17 11:45:00,2019,12,11,17,6C,LARCENY,,UNKNOWN,NORTHERN,HAMPDEN,UNKNOWN,39.33599273237861,-76.63128103560625,0.1,0.82,62000,0.1,White
373786,19L05971,2019-12-17 11:00:00,2019,12,11,17,6J,LARCENY,,UNKNOWN,NORTHEAST,FRANKFORD,STREET,39.33337472799392,-76.5485566341471,0.65,0.22,39000,0.25,Black
373787,19L05793,2019-12-17 18:30:00,2019,12,18,17,5A,BURGLARY,,UNKNOWN,NORTHEAST,ARCADIA,ROW/TOWNHOUSE-VAC,39.33690803104671,-76.57211114870054,0.63,0.28,52000,0.22,Black
373788,20A02333,2019-12-17 11:00:00,2019,12,11,17,6J,LARCENY,,UNKNOWN,SOUTHWEST,MOSHER,DRUG STORE / MED  BL,39.2959580942743,-76.66467246609668,0.93,0.03,26500,0.39,Black
373789,19L05384,2019-12-17 14:45:00,2019,12,14,17,4E,COMMON ASSAULT,,UNKNOWN,NORTHEAST,RAMBLEWOOD,UNKNOWN,39.36546585186009,-76.59122788198499,0.52,0.36,53000,0.15,Black
373790,19L05367,2019-12-17 14:02:00,2019,12,14,17,6J,LARCENY,,UNKNOWN,CENTRAL,MID-TOWN BELVEDERE,STREET,39.30244143698632,-76.6159057389104,0.63,0.28,52000,0.22,Black
373791,19L05219,2019-12-17 02:00:00,2019,12,2,17,3B,ROBBERY,,UNKNOWN,CENTRAL,DOWNTOWN,STREET,39.28835530847765,-76.61389447231885,0.32,0.52,62000,0.12,White
373792,19L05739,2019-12-17 15:30:00,2019,12,15,17,6D,LARCENY FROM AUTO,,UNKNOWN,NORTHWEST,CALLAWAY-GARRISON,UNKNOWN,39.33431562972517,-76.67840608677159,0.63,0.28,52000,0.22,Black
373793,19L05587,2019-12-17 23:35:00,2019,12,23,17,6C,LARCENY,,UNKNOWN,SOUTHWEST,MORRELL PARK,UNKNOWN,39.26818738324224,-76.65048306579251,0.55,0.32,41000,0.22,Black
373794,19L05396,2019-12-17 03:00:00,2019,12,3,17,4E,COMMON ASSAULT,,UNKNOWN,NORTHERN,GLEN OAKS,SCHOOL,39.36737140594553,-76.59620150915346,0.63,0.28,52000,0.22,Black
373795,19L05372,2019-12-17 14:18:00,2019,12,14,17,4C,AGG. ASSAULT,,OTHER,NORTHEAST,FRANKFORD,STREET,39.32560507093682,-76.53757877340647,0.65,0.22,39000,0.25,Black
373796,19L05558,2019-12-17 23:30:00,2019,12,23,17,6J,LARCENY,,UNKNOWN,WESTERN,HARLEM PARK,ROW/TOWNHOUSE-OCC,39.29455980976494,-76.63243834383155,0.96,0.01,26000,0.4,Black
373797,19L05758,2019-12-17 14:15:00,2019,12,14,17,6G,LARCENY,,UNKNOWN,EASTERN,DARLEY PARK,UNKNOWN,39.314126633930734,-76.59355427781277,0.63,0.28,52000,0.22,Black
373798,19L05641,2019-12-17 22:00:00,2019,12,22,17,6D,LARCENY FROM AUTO,,UNKNOWN,WESTERN,HARLEM PARK,UNKNOWN,39.29542765791327,-76.64291107244233,0.96,0.01,26000,0.4,Black
373799,19L05526,2019-12-17 23:20:00,2019,12,23,17,3AF,ROBBERY,,FIREARM,NORTHERN,GLEN OAKS,OTHER - OUTSIDE,39.36740988067368,-76.59460347323987,0.63,0.28,52000,0.22,Black
373831,19L05405,2019-12-17 08:00:00,2019,12,8,17,6E,LARCENY,,UNKNOWN,NORTHEAST,HAMILTON HILLS,UNKNOWN,39.36418524208724,-76.56203912648836,0.63,0.28,52000,0.22,Black
373832,19L05517,2019-12-17 22:14:00,2019,12,22,17,4E,COMMON ASSAULT,,UNKNOWN,NORTHWEST,WEST FOREST PARK,APT/CONDO - OCCUPIED,39.32245522991158,-76.68993803573069,0.63,0.28,52000,0.22,Black
373833,19L05565,2019-12-17 21:00:00,2019,12,21,17,7A,AUTO THEFT,,UNKNOWN,NORTHEAST,ARMISTEAD GARDENS,UNKNOWN,39.302727583753054,-76.5503020314402,0.55,0.35,42000,0.2,Black
373834,19L05794,2019-12-17 22:00:00,2019,12,22,17,3AF,ROBBERY,,FIREARM,CENTRAL,DOWNTOWN,UNKNOWN,39.29148858523408,-76.61002184133056,0.32,0.52,62000,0.12,White
373835,19L05307,2019-12-17 11:26:00,2019,12,11,17,6C,LARCENY,,UNKNOWN,SOUTHEAST,WASHINGTON HILL,UNKNOWN,39.293302697145926,-76.59035705362102,0.63,0.28,52000,0.22,Black
373836,19L06060,2019-12-17 19:30:00,2019,12,19,17,5A,BURGLARY,,UNKNOWN,NORTHWEST,DORCHESTER,ROW/TOWNHOUSE-VAC,39.33346734546076,-76.68560807883492,0.63,0.28,52000,0.22,Black
373837,19L05220,2019-12-17 02:50:00,2019,12,2,17,4E,COMMON ASSAULT,,UNKNOWN,NORTHEAST,FRANKFORD,APT/CONDO - OCCUPIED,39.338933238476166,-76.53179624649566,0.65,0.22,39000,0.25,Black
373838,19L05421,2019-12-17 16:49:00,2019,12,16,17,4A,AGG. ASSAULT,,FIREARM,SOUTHWEST,SHIPLEY HILL,STREET,39.284069467651086,-76.65625709459087,0.63,0.28,52000,0.22,Black
373839,19L05505,2019-12-17 20:30:00,2019,12,20,17,6G,LARCENY,,UNKNOWN,NORTHERN,BETTER WAVERLY,UNKNOWN,39.32534012832711,-76.60624170085384,0.78,0.15,42000,0.2,Black
373840,19L35062,2019-12-17 12:00:00,2019,12,12,17,6J,LARCENY,,UNKNOWN,SOUTHEAST,ELLWOOD PARK/MONUMENT,UNKNOWN,39.297203703621584,-76.57195713274201,0.35,0.52,53000,0.14,White
373841,19L05334,2019-12-17 12:29:00,2019,12,12,17,5D,BURGLARY,,UNKNOWN,NORTHEAST,OAKENSHAWE,UNKNOWN,39.3302048246952,-76.6136169145065,0.63,0.28,52000,0.22,Black
373842,19L05674,2019-12-17 21:00:00,2019,12,21,17,6D,LARCENY FROM AUTO,,UNKNOWN,NORTHWEST,GLEN,STREET,39.35606090686922,-76.68355608899283,0.63,0.28,52000,0.22,Black
373843,19L05674,2019-12-17 21:00:00,2019,12,21,17,7A,AUTO THEFT,,UNKNOWN,NORTHWEST,GLEN,STREET,39.35606090686922,-76.68355608899283,0.63,0.28,52000,0.22,Black
373844,19L05206,2019-12-17 09:00:00,2019,12,9,17,6G,LARCENY,,UNKNOWN,NORTHERN,HAMPDEN,APT/CONDO - OCCUPIED,39.33461130802774,-76.63032516697666,0.1,0.82,62000,0.1,White
373845,19L05524,2019-12-17 23:38:00,2019,12,23,17,4E,COMMON ASSAULT,,UNKNOWN,NORTHWEST,CENTRAL PARK HEIGHTS,UNKNOWN,39.34430437148888,-76.67517000326022,0.9,0.04,33000,0.32,Black
373846,20A35001,2019-12-17 13:55:00,2019,12,13,17,6J,LARCENY,,UNKNOWN,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,UNKNOWN,39.308972857035755,-76.65487086149906,0.63,0.28,52000,0.22,Black
373878,19L05552,2019-12-17 02:20:00,2019,12,2,17,6C,LARCENY,,UNKNOWN,CENTRAL,MID-TOWN BELVEDERE,UNKNOWN,39.30168397955202,-76.61990019083163,0.63,0.28,52000,0.22,Black
373879,19L05512,2019-12-17 08:18:00,2019,12,8,17,6J,LARCENY,,UNKNOWN,WESTERN,SANDTOWN-WINCHESTER,ROW/TOWNHOUSE-OCC,39.29957753682458,-76.64318448315512,0.97,0.01,28500,0.38,Black
373880,19L05421,2019-12-17 16:49:00,2019,12,16,17,9S,SHOOTING,,FIREARM,SOUTHWEST,SHIPLEY HILL,STREET,39.284084614785606,-76.65610936742513,0.63,0.28,52000,0.22,Black
373881,19L05190,2019-12-17 00:05:00,2019,12,0,17,7A,AUTO THEFT,,UNKNOWN,SOUTHWEST,IRVINGTON,STREET,39.283653208305616,-76.68253728733697,0.87,0.06,35000,0.29,Black
373882,19L05414,2019-12-17 15:38:00,2019,12,15,17,5C,BURGLARY,,UNKNOWN,WESTERN,POPPLETON,APT/CONDO - OCCUPIED,39.29012606617669,-76.63158473292165,0.91,0.03,25000,0.41,Black
373883,19L05456,2019-12-17 18:05:00,2019,12,18,17,3AF,ROBBERY,,FIREARM,SOUTHEAST,INNER HARBOR,STREET,39.2831080552539,-76.60276680005106,0.2,0.65,72000,0.1,White
373884,19L05474,2019-12-17 19:15:00,2019,12,19,17,5A,BURGLARY,,UNKNOWN,SOUTHERN,FAIRFIELD AREA,ROW/TOWNHOUSE-OCC,39.23604158097299,-76.60020142966792,0.63,0.28,52000,0.22,Black
373885,19L06989,2019-12-22 21:00:00,2019,12,21,22,4E,COMMON ASSAULT,,UNKNOWN,SOUTHWEST,GWYNNS FALLS,ROW/TOWNHOUSE-OCC,39.27748466010071,-76.66766711896072,0.63,0.28,52000,0.22,Black
373886,19L06787,2019-12-22 01:51:00,2019,12,1,22,9S,SHOOTING,,FIREARM,CENTRAL,DOWNTOWN,STREET,39.291663740954654,-76.61810695202492,0.32,0.52,62000,0.12,White
373887,19L04724,2019-12-15 01:30:00,2019,12,1,15,6D,LARCENY FROM AUTO,,UNKNOWN,EASTERN,OLIVER,STREET,39.3075623761444,-76.59633050532321,0.93,0.02,26500,0.4,Black
373888,19L04681,2019-12-15 11:30:00,2019,12,11,15,6C,LARCENY,,UNKNOWN,SOUTHERN,LAKELAND,OTHER - INSIDE,39.24998996215628,-76.64577450797148,0.63,0.28,52000,0.22,Black
373889,19L04592,2019-12-15 02:08:00,2019,12,2,15,5B,BURGLARY,,UNKNOWN,SOUTHEAST,CANTON,ROW/TOWNHOUSE-OCC,39.28460880557808,-76.58440880546217,0.05,0.88,82000,0.06,White
373890,20A06416,2019-12-15 07:00:00,2019,12,7,15,6E,LARCENY,,UNKNOWN,EASTERN,ORANGEVILLE INDUSTRIAL AREA,PARKING LOT-OUTSIDE,39.308367426002334,-76.56687968865332,0.63,0.28,52000,0.22,Black
373891,19L04790,2019-12-15 08:00:00,2019,12,8,15,6J,LARCENY,,UNKNOWN,EASTERN,OLIVER,UNKNOWN,39.30773402616627,-76.60216938855946,0.93,0.02,26500,0.4,Black
373892,19L04644,2019-12-15 02:00:00,2019,12,2,15,4A,AGG. ASSAULT,,FIREARM,NORTHEAST,BELAIR-EDISON,APT/CONDO - OCCUPIED,39.31935903518029,-76.5705352534519,0.82,0.1,40000,0.22,Black
373893,19L04848,2019-12-15 21:11:00,2019,12,21,15,4E,COMMON ASSAULT,,UNKNOWN,SOUTHWEST,FRANKLINTOWN,UNKNOWN,39.30653081108204,-76.70739805193139,0.63,0.28,52000,0.22,Black
373941,19L04904,2019-12-15 05:06:00,2019,12,5,15,5C,BURGLARY,,UNKNOWN,NORTHWEST,GROVE PARK,ROW/TOWNHOUSE-OCC,39.335893995956205,-76.7066229985742,0.63,0.28,52000,0.22,Black
373942,19L04617,2019-12-15 00:00:00,2019,12,0,15,3B,ROBBERY,,UNKNOWN,WESTERN,PENROSE/FAYETTE STREET OUTREACH,STREET,39.28823135859574,-76.64888458238087,0.63,0.28,52000,0.22,Black
373943,19L04614,2019-12-15 04:13:00,2019,12,4,15,5A,BURGLARY,,UNKNOWN,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,UNKNOWN,39.32225453323522,-76.59152566538259,0.92,0.03,29000,0.36,Black
373944,19L04770,2019-12-15 02:00:00,2019,12,2,15,5C,BURGLARY,,UNKNOWN,NORTHERN,HARWOOD,ROW/TOWNHOUSE-OCC,39.320066146257766,-76.61167830522409,0.42,0.45,52000,0.15,Neither
373945,19L04852,2019-12-15 18:00:00,2019,12,18,15,4C,AGG. ASSAULT,,OTHER,NORTHEAST,BELAIR-EDISON,STREET,39.31814755567928,-76.56726896238197,0.82,0.1,40000,0.22,Black
373946,19L05651,2019-12-15 08:00:00,2019,12,8,15,5A,BURGLARY,,UNKNOWN,SOUTHEAST,DUNBAR-BROADWAY,ROW/TOWNHOUSE-OCC,39.29375510652292,-76.59710495465065,0.92,0.03,27000,0.38,Black
373947,19L04793,2019-12-15 18:30:00,2019,12,18,15,4E,COMMON ASSAULT,,UNKNOWN,NORTHWEST,GROVE PARK,ROW/TOWNHOUSE-OCC,39.34157206781081,-76.70083292269129,0.63,0.28,52000,0.22,Black
373948,19L04597,2019-12-15 02:42:00,2019,12,2,15,3AF,ROBBERY,,FIREARM,SOUTHEAST,CANTON,STREET,39.28272940484644,-76.57959134731702,0.05,0.88,82000,0.06,White
373949,19L04637,2019-12-15 09:07:00,2019,12,9,15,4A,AGG. ASSAULT,,FIREARM,CENTRAL,DOWNTOWN,STREET,39.29400491060982,-76.61980540513862,0.32,0.52,62000,0.12,White
373950,19L04821,2019-12-15 19:50:00,2019,12,19,15,6D,LARCENY FROM AUTO,,UNKNOWN,CENTRAL,UPTON,STREET,39.305210354743856,-76.63582412928926,0.95,0.02,24000,0.42,Black
373951,19L04637,2019-12-15 09:07:00,2019,12,9,15,4A,AGG. ASSAULT,,FIREARM,CENTRAL,DOWNTOWN,UNKNOWN,39.29400491060982,-76.61980540513862,0.32,0.52,62000,0.12,White
373952,19L04765,2019-12-15 17:00:00,2019,12,17,15,4E,COMMON ASSAULT,,UNKNOWN,NORTHWEST,CALLAWAY-GARRISON,ROW/TOWNHOUSE-OCC,39.330212386836905,-76.6803157202429,0.63,0.28,52000,0.22,Black
373953,19L04615,2019-12-15 01:15:00,2019,12,1,15,4E,COMMON ASSAULT,,UNKNOWN,NORTHEAST,ORIGINAL NORTHWOOD,STREET,39.3374281921003,-76.59780183816613,0.45,0.42,58000,0.13,Neither
373954,19L04837,2019-12-15 20:41:00,2019,12,20,15,6G,LARCENY,,UNKNOWN,SOUTHERN,CARROLLTON RIDGE,ROW/TOWNHOUSE-OCC,39.28296838221896,-76.6464588577941,0.63,0.28,52000,0.22,Black
373955,19L04606,2019-12-15 02:30:00,2019,12,2,15,4C,AGG. ASSAULT,,OTHER,CENTRAL,DOWNTOWN,STREET,39.29050055863743,-76.61097475358676,0.32,0.52,62000,0.12,White
374002,19L04922,2019-12-15 20:00:00,2019,12,20,15,6D,LARCENY FROM AUTO,,UNKNOWN,SOUTHERN,RIVERSIDE,UNKNOWN,39.275507638276,-76.60707736601074,0.63,0.28,52000,0.22,Black
374003,19L04789,2019-12-15 18:18:00,2019,12,18,15,4E,COMMON ASSAULT,,UNKNOWN,NORTHERN,CYLBURN,ROW/TOWNHOUSE-OCC,39.3453235631136,-76.6616171860554,0.63,0.28,52000,0.22,Black
374004,19L04813,2019-12-15 19:30:00,2019,12,19,15,3AF,ROBBERY,,FIREARM,SOUTHWEST,MILLHILL,UNKNOWN,39.279846840486776,-76.66010096444998,0.63,0.28,52000,0.22,Black
374005,19L04700,2019-12-15 12:40:00,2019,12,12,15,3AK,ROBBERY,,KNIFE,CENTRAL,DOWNTOWN,STREET,39.29393015467911,-76.62128051502657,0.32,0.52,62000,0.12,White
374006,19L04845,2019-12-15 17:00:00,2019,12,17,15,6D,LARCENY FROM AUTO,,UNKNOWN,WESTERN,SANDTOWN-WINCHESTER,PARKING LOT-OUTSIDE,39.304962091509374,-76.6393251214812,0.97,0.01,28500,0.38,Black
374007,19L05061,2019-12-15 17:00:00,2019,12,17,15,3AO,ROBBERY,,OTHER,NORTHEAST,PARKSIDE,HOSP/NURS. HOME,39.31932478782889,-76.5542464883424,0.83,0.1,43000,0.19,Black
374008,19L04738,2019-12-15 15:35:00,2019,12,15,15,4E,COMMON ASSAULT,,UNKNOWN,NORTHERN,RESERVOIR HILL,APT/CONDO - OCCUPIED,39.316620068049794,-76.63704522595171,0.63,0.28,52000,0.22,Black
374009,19L04898,2019-12-15 18:00:00,2019,12,18,15,6D,LARCENY FROM AUTO,,UNKNOWN,NORTHERN,CYLBURN,STREET,39.34996456428415,-76.66586747408358,0.63,0.28,52000,0.22,Black
374010,19L05070,2019-12-15 22:00:00,2019,12,22,15,6E,LARCENY,,UNKNOWN,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,UNKNOWN,39.27844474348626,-76.63249414846238,0.63,0.28,52000,0.22,Black
374011,19L05132,2019-12-15 01:00:00,2019,12,1,15,6E,LARCENY,,UNKNOWN,SOUTHWEST,VIOLETVILLE,DRIVEWAY,39.264018116773336,-76.6776252374769,0.63,0.28,52000,0.22,Black
374012,19L04654,2019-12-15 09:30:00,2019,12,9,15,6E,LARCENY,,UNKNOWN,WESTERN,HARLEM PARK,STREET,39.29594950099591,-76.64403516105534,0.96,0.01,26000,0.4,Black
374013,19L04764,2019-12-15 17:15:00,2019,12,17,15,3B,ROBBERY,,UNKNOWN,WESTERN,FRANKLIN SQUARE,OTHER - INSIDE,39.28755606000946,-76.6449302564,0.82,0.1,28000,0.37,Black
374014,19L04729,2019-12-15 14:20:00,2019,12,14,15,3B,ROBBERY,,UNKNOWN,CENTRAL,MID-TOWN BELVEDERE,STREET,39.30351674628639,-76.6170782610159,0.63,0.28,52000,0.22,Black
374015,19L04604,2019-12-15 19:00:00,2019,12,19,15,5A,BURGLARY,,UNKNOWN,CENTRAL,RESERVOIR HILL,APT/CONDO - OCCUPIED,39.31536410442903,-76.63840841972117,0.63,0.28,52000,0.22,Black
